id,地域,測地系,年度,ファイル容量,ファイル名,url
N03,熊本,世界測地系,平成21年,3.43MB,N03-100329_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_43_GML.zip
N03,熊本,世界測地系,平成22年,4.12MB,N03-101001_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-101001_43_GML.zip
N03,熊本,世界測地系,平成22年,3.89MB,N03-110331_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_43_GML.zip
N03,熊本,世界測地系,平成23年,3.94MB,N03-120331_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_43_GML.zip
N03,熊本,世界測地系,平成24年,4.27MB,N03-120401_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_43_GML.zip
N03,熊本,世界測地系,平成25年,4.28MB,N03-130401_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_43_GML.zip
N03,熊本,世界測地系,平成26年,3.88MB,N03-140401_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_43_GML.zip
N03,熊本,世界測地系,平成27年,4.20MB,N03-150101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_43_GML.zip
N03,熊本,世界測地系,平成28年,4.20MB,N03-160101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_43_GML.zip
N03,熊本,世界測地系,平成29年,4.19MB,N03-170101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_43_GML.zip
N03,熊本,世界測地系,平成30年,7.23MB,N03-180101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_43_GML.zip
N03,熊本,世界測地系,平成31年,7.28MB,N03-190101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_43_GML.zip
N03,熊本,世界測地系,令和2年,7.05MB,N03-20200101_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_43_GML.zip
N03,大分,世界測地系,大正9年,2.67MB,N03-200101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1920/N03-200101_44_GML.zip
N03,大分,世界測地系,昭和25年,2.59MB,N03-501001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1950/N03-501001_44_GML.zip
N03,大分,世界測地系,昭和30年,1.34MB,N03-551001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1955/N03-551001_44_GML.zip
N03,大分,世界測地系,昭和35年,1.31MB,N03-601001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1960/N03-601001_44_GML.zip
N03,大分,世界測地系,昭和40年,1.19MB,N03-651001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1965/N03-651001_44_GML.zip
N03,大分,世界測地系,昭和45年,1.15MB,N03-701001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1970/N03-701001_44_GML.zip
N03,大分,世界測地系,昭和50年,1.15MB,N03-751001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1975/N03-751001_44_GML.zip
N03,大分,世界測地系,昭和55年,1.15MB,N03-801001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1980/N03-801001_44_GML.zip
N03,大分,世界測地系,昭和60年,1.15MB,N03-851001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1985/N03-851001_44_GML.zip
N03,大分,世界測地系,平成7年,1.02MB,N03-951001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1995/N03-951001_44_GML.zip
N03,大分,世界測地系,平成12年,1.02MB,N03-001001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2000/N03-001001_44_GML.zip
N03,大分,世界測地系,平成17年,2.31MB,N03-05_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2005/N03-05_44_GML.zip
N03,大分,世界測地系,平成18年,2.26MB,N03-06_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2006/N03-06_44_GML.zip
N03,大分,世界測地系,平成19年,2.27MB,N03-070401_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-070401_44_GML.zip
N03,大分,世界測地系,平成19年,2.27MB,N03-071001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-071001_44_GML.zip
N03,大分,世界測地系,平成20年,2.25MB,N03-090320_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2008/N03-090320_44_GML.zip
N03,大分,世界測地系,平成21年,2.25MB,N03-100329_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_44_GML.zip
N03,大分,世界測地系,平成22年,2.69MB,N03-101001_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-101001_44_GML.zip
N03,大分,世界測地系,平成22年,2.52MB,N03-110331_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_44_GML.zip
N03,大分,世界測地系,平成23年,2.57MB,N03-120331_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_44_GML.zip
N03,大分,世界測地系,平成24年,2.57MB,N03-120401_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_44_GML.zip
N03,大分,世界測地系,平成25年,2.58MB,N03-130401_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_44_GML.zip
N03,大分,世界測地系,平成26年,2.34MB,N03-140401_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_44_GML.zip
N03,大分,世界測地系,平成27年,3.34MB,N03-150101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_44_GML.zip
N03,大分,世界測地系,平成28年,3.34MB,N03-160101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_44_GML.zip
N03,大分,世界測地系,平成29年,3.33MB,N03-170101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_44_GML.zip
N03,大分,世界測地系,平成30年,5.63MB,N03-180101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_44_GML.zip
N03,大分,世界測地系,平成31年,5.67MB,N03-190101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_44_GML.zip
N03,大分,世界測地系,令和2年,5.4MB,N03-20200101_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_44_GML.zip
N03,宮崎,世界測地系,大正9年,2.30MB,N03-200101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1920/N03-200101_45_GML.zip
N03,宮崎,世界測地系,昭和25年,2.27MB,N03-501001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1950/N03-501001_45_GML.zip
N03,宮崎,世界測地系,昭和30年,2.06MB,N03-551001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1955/N03-551001_45_GML.zip
N03,宮崎,世界測地系,昭和35年,1.92MB,N03-601001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1960/N03-601001_45_GML.zip
N03,宮崎,世界測地系,昭和40年,1.85MB,N03-651001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1965/N03-651001_45_GML.zip
N03,宮崎,世界測地系,昭和45年,1.80MB,N03-701001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1970/N03-701001_45_GML.zip
N03,宮崎,世界測地系,昭和50年,1.80MB,N03-751001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1975/N03-751001_45_GML.zip
N03,宮崎,世界測地系,昭和55年,1.80MB,N03-801001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1980/N03-801001_45_GML.zip
N03,宮崎,世界測地系,昭和60年,1.80MB,N03-851001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1985/N03-851001_45_GML.zip
N03,宮崎,世界測地系,平成7年,1.41MB,N03-951001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1995/N03-951001_45_GML.zip
N03,宮崎,世界測地系,平成12年,1.41MB,N03-001001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2000/N03-001001_45_GML.zip
N03,宮崎,世界測地系,平成17年,2.55MB,N03-05_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2005/N03-05_45_GML.zip
N03,宮崎,世界測地系,平成18年,2.46MB,N03-06_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2006/N03-06_45_GML.zip
N03,宮崎,世界測地系,平成19年,2.41MB,N03-070401_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-070401_45_GML.zip
N03,宮崎,世界測地系,平成19年,2.41MB,N03-071001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-071001_45_GML.zip
N03,宮崎,世界測地系,平成20年,2.38MB,N03-090320_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2008/N03-090320_45_GML.zip
N03,宮崎,世界測地系,平成21年,2.29MB,N03-100329_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_45_GML.zip
N03,宮崎,世界測地系,平成22年,2.70MB,N03-101001_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-101001_45_GML.zip
N03,宮崎,世界測地系,平成22年,2.57MB,N03-110331_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_45_GML.zip
N03,宮崎,世界測地系,平成23年,2.61MB,N03-120331_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_45_GML.zip
N03,宮崎,世界測地系,平成24年,2.61MB,N03-120401_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_45_GML.zip
N03,宮崎,世界測地系,平成25年,2.62MB,N03-130401_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_45_GML.zip
N03,宮崎,世界測地系,平成26年,2.37MB,N03-140401_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_45_GML.zip
N03,宮崎,世界測地系,平成27年,3.98MB,N03-150101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_45_GML.zip
N03,宮崎,世界測地系,平成28年,3.96MB,N03-160101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_45_GML.zip
N03,宮崎,世界測地系,平成29年,3.97MB,N03-170101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_45_GML.zip
N03,宮崎,世界測地系,平成30年,6.75MB,N03-180101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_45_GML.zip
N03,宮崎,世界測地系,平成31年,6.79MB,N03-190101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_45_GML.zip
N03,宮崎,世界測地系,令和2年,6.36MB,N03-20200101_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_45_GML.zip
N03,鹿児島,世界測地系,大正9年,2.84MB,N03-200101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1920/N03-200101_46_GML.zip
N03,鹿児島,世界測地系,昭和25年,2.51MB,N03-501001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1950/N03-501001_46_GML.zip
N03,鹿児島,世界測地系,昭和30年,2.42MB,N03-551001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1955/N03-551001_46_GML.zip
N03,鹿児島,世界測地系,昭和35年,2.29MB,N03-601001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1960/N03-601001_46_GML.zip
N03,鹿児島,世界測地系,昭和40年,2.27MB,N03-651001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1965/N03-651001_46_GML.zip
N03,鹿児島,世界測地系,昭和45年,2.24MB,N03-701001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1970/N03-701001_46_GML.zip
N03,鹿児島,世界測地系,昭和50年,2.23MB,N03-751001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1975/N03-751001_46_GML.zip
N03,鹿児島,世界測地系,昭和55年,2.23MB,N03-801001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1980/N03-801001_46_GML.zip
N03,鹿児島,世界測地系,昭和60年,2.23MB,N03-851001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1985/N03-851001_46_GML.zip
N03,鹿児島,世界測地系,平成7年,1.73MB,N03-951001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1995/N03-951001_46_GML.zip
N03,鹿児島,世界測地系,平成12年,1.73MB,N03-001001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2000/N03-001001_46_GML.zip
N03,鹿児島,世界測地系,平成17年,8.62MB,N03-05_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2005/N03-05_46_GML.zip
N03,鹿児島,世界測地系,平成18年,8.54MB,N03-06_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2006/N03-06_46_GML.zip
N03,鹿児島,世界測地系,平成19年,8.59MB,N03-070401_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-070401_46_GML.zip
N03,鹿児島,世界測地系,平成19年,8.54MB,N03-071001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-071001_46_GML.zip
N03,鹿児島,世界測地系,平成20年,8.41MB,N03-090320_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2008/N03-090320_46_GML.zip
N03,鹿児島,世界測地系,平成21年,8.44MB,N03-100329_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_46_GML.zip
N03,鹿児島,世界測地系,平成22年,9.49MB,N03-101001_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-101001_46_GML.zip
N03,鹿児島,世界測地系,平成22年,9.03MB,N03-110331_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_46_GML.zip
N03,鹿児島,世界測地系,平成23年,9.14MB,N03-120331_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_46_GML.zip
N03,鹿児島,世界測地系,平成24年,9.16MB,N03-120401_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_46_GML.zip
N03,鹿児島,世界測地系,平成25年,9.17MB,N03-130401_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_46_GML.zip
N03,鹿児島,世界測地系,平成26年,8.33MB,N03-140401_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_46_GML.zip
N03,鹿児島,世界測地系,平成27年,11.83MB,N03-150101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_46_GML.zip
N03,鹿児島,世界測地系,平成28年,11.82MB,N03-160101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_46_GML.zip
N03,鹿児島,世界測地系,平成29年,11.80MB,N03-170101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_46_GML.zip
N03,鹿児島,世界測地系,平成30年,19.90MB,N03-180101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_46_GML.zip
N03,鹿児島,世界測地系,平成31年,19.99MB,N03-190101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_46_GML.zip
N03,鹿児島,世界測地系,令和2年,18.72MB,N03-20200101_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_46_GML.zip
N03,沖縄,世界測地系,大正9年,0.68MB,N03-200101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1920/N03-200101_47_GML.zip
N03,沖縄,世界測地系,昭和25年,0.71MB,N03-501001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1950/N03-501001_47_GML.zip
N03,沖縄,世界測地系,昭和50年,0.55MB,N03-751001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1975/N03-751001_47_GML.zip
N03,沖縄,世界測地系,昭和55年,0.56MB,N03-801001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1980/N03-801001_47_GML.zip
N03,沖縄,世界測地系,昭和60年,0.56MB,N03-851001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1985/N03-851001_47_GML.zip
N03,沖縄,世界測地系,平成7年,0.45MB,N03-951001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1995/N03-951001_47_GML.zip
N03,沖縄,世界測地系,平成12年,0.45MB,N03-001001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2000/N03-001001_47_GML.zip
N03,沖縄,世界測地系,平成17年,3.39MB,N03-05_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2005/N03-05_47_GML.zip
N03,沖縄,世界測地系,平成18年,3.39MB,N03-06_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2006/N03-06_47_GML.zip
N03,沖縄,世界測地系,平成19年,3.41MB,N03-070401_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-070401_47_GML.zip
N03,沖縄,世界測地系,平成19年,3.41MB,N03-071001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-071001_47_GML.zip
N03,沖縄,世界測地系,平成20年,3.39MB,N03-090320_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2008/N03-090320_47_GML.zip
N03,沖縄,世界測地系,平成21年,3.39MB,N03-100329_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_47_GML.zip
N03,沖縄,世界測地系,平成22年,3.85MB,N03-101001_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-101001_47_GML.zip
N03,沖縄,世界測地系,平成22年,3.70MB,N03-110331_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_47_GML.zip
N03,沖縄,世界測地系,平成23年,3.68MB,N03-120331_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_47_GML.zip
N03,沖縄,世界測地系,平成24年,3.69MB,N03-120401_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_47_GML.zip
N03,沖縄,世界測地系,平成25年,3.70MB,N03-130401_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_47_GML.zip
N03,沖縄,世界測地系,平成26年,3.37MB,N03-140401_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_47_GML.zip
N03,沖縄,世界測地系,平成27年,6.34MB,N03-150101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_47_GML.zip
N03,沖縄,世界測地系,平成28年,6.33MB,N03-160101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_47_GML.zip
N03,沖縄,世界測地系,平成29年,6.33MB,N03-170101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_47_GML.zip
N03,沖縄,世界測地系,平成30年,12.75MB,N03-180101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_47_GML.zip
N03,沖縄,世界測地系,平成31年,12.81MB,N03-190101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_47_GML.zip
N03,沖縄,世界測地系,令和2年,12.66MB,N03-20200101_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_47_GML.zip
N03,全国,世界測地系,平成26年,98.00MB,N03-140401_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_GML.zip
N03,全国,世界測地系,平成27年,249.78MB,N03-150101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_GML.zip
N03,全国,世界測地系,平成28年,227.74MB,N03-160101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_GML.zip
N03,全国,世界測地系,平成29年,230.00MB,N03-170101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_GML.zip
N03,全国,世界測地系,平成30年,391.13MB,N03-180101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_GML.zip
N03,全国,世界測地系,平成31年,396.68MB,N03-190101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_GML.zip
N03,全国,世界測地系,令和2年,380.48MB,N03-20200101_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2020/N03-20200101_GML.zip
N04,3622,日本測地系,昭和53年,0.01MB,N04-78_3622-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3622-tky_GML.zip
N04,3622,世界測地系,平成14年,0.01MB,N04-02_3622-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3622-jgd_GML.zip
N04,3622,世界測地系,平成15年,0.01MB,N04-03_3622-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3622-jgd_GML.zip
N04,3622,世界測地系,平成16年,0.01MB,N04-04_3622-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3622-jgd_GML.zip
N04,3622,世界測地系,平成22年,0.01MB,N04-10_3622-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3622-jgd_GML.zip
N04,3623,日本測地系,昭和53年,0.05MB,N04-78_3623-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3623-tky_GML.zip
N04,3623,世界測地系,平成14年,0.03MB,N04-02_3623-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3623-jgd_GML.zip
N04,3623,世界測地系,平成15年,0.03MB,N04-03_3623-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3623-jgd_GML.zip
N04,3623,世界測地系,平成16年,0.03MB,N04-04_3623-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3623-jgd_GML.zip
N04,3623,世界測地系,平成22年,0.04MB,N04-10_3623-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3623-jgd_GML.zip
N04,3624,日本測地系,昭和53年,0.07MB,N04-78_3624-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3624-tky_GML.zip
N04,3624,世界測地系,平成14年,0.05MB,N04-02_3624-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3624-jgd_GML.zip
N04,3624,世界測地系,平成15年,0.05MB,N04-03_3624-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3624-jgd_GML.zip
N04,3624,世界測地系,平成16年,0.05MB,N04-04_3624-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3624-jgd_GML.zip
N04,3624,世界測地系,平成22年,0.06MB,N04-10_3624-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3624-jgd_GML.zip
N04,3631,日本測地系,昭和53年,0.01MB,N04-78_3631-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3631-tky_GML.zip
N04,3641,日本測地系,昭和53年,0.01MB,N04-78_3641-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3641-tky_GML.zip
N04,3653,日本測地系,昭和53年,0.01MB,N04-78_3653-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3653-tky_GML.zip
N04,3653,世界測地系,平成14年,0.01MB,N04-02_3653-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3653-jgd_GML.zip
N04,3653,世界測地系,平成15年,0.01MB,N04-03_3653-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3653-jgd_GML.zip
N04,3653,世界測地系,平成16年,0.01MB,N04-04_3653-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3653-jgd_GML.zip
N04,3653,世界測地系,平成22年,0.01MB,N04-10_3653-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3653-jgd_GML.zip
N04,3724,日本測地系,昭和53年,0.01MB,N04-78_3724-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3724-tky_GML.zip
N04,3724,世界測地系,平成14年,0.01MB,N04-02_3724-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3724-jgd_GML.zip
N04,3724,世界測地系,平成15年,0.01MB,N04-03_3724-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3724-jgd_GML.zip
N04,3724,世界測地系,平成16年,0.01MB,N04-04_3724-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3724-jgd_GML.zip
N04,3724,世界測地系,平成22年,0.01MB,N04-10_3724-jgd_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3724-jgd_GML.zip
