id,地域,測地系,年度,ファイル容量,ファイル名,url
A03,関東圏,日本測地系,平成15年,6.63MB,A03-03_SYUTO-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A03/A03-03/A03-03_SYUTO-tky_GML.zip
A03,中部圏,日本測地系,平成15年,11.54MB,A03-03_CHUBU-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A03/A03-03/A03-03_CHUBU-tky_GML.zip
A03,近畿圏,日本測地系,平成15年,8.78MB,A03-03_KINKI-tky_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A03/A03-03/A03-03_KINKI-tky_GML.zip
A09,北海道,世界測地系,平成18年,2.82MB,A09-06_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_01_GML.zip
A09,北海道,世界測地系,平成23年,2.97MB,A09-11_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_01_GML.zip
A09,北海道,世界測地系,平成30年,6.36MB,A09-18_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_01_GML.zip
A09,青森,世界測地系,平成18年,0.85MB,A09-06_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_02_GML.zip
A09,青森,世界測地系,平成23年,0.91MB,A09-11_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_02_GML.zip
A09,青森,世界測地系,平成30年,3.28MB,A09-18_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_02_GML.zip
A09,岩手,世界測地系,平成18年,0.96MB,A09-06_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_03_GML.zip
A09,岩手,世界測地系,平成23年,0.82MB,A09-11_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_03_GML.zip
A09,岩手,世界測地系,平成30年,8.41MB,A09-18_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_03_GML.zip
A09,宮城,世界測地系,平成18年,1.17MB,A09-06_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_04_GML.zip
A09,宮城,世界測地系,平成23年,1.06MB,A09-11_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_04_GML.zip
A09,宮城,世界測地系,平成30年,4.50MB,A09-18_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_04_GML.zip
A09,秋田,世界測地系,平成18年,0.74MB,A09-06_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_05_GML.zip
A09,秋田,世界測地系,平成23年,0.67MB,A09-11_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_05_GML.zip
A09,秋田,世界測地系,平成30年,2.84MB,A09-18_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_05_GML.zip
A09,山形,世界測地系,平成18年,0.86MB,A09-06_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_06_GML.zip
A09,山形,世界測地系,平成23年,0.90MB,A09-11_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_06_GML.zip
A09,山形,世界測地系,平成30年,1.94MB,A09-18_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_06_GML.zip
A09,福島,世界測地系,平成18年,1.87MB,A09-06_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_07_GML.zip
A09,福島,世界測地系,平成23年,1.69MB,A09-11_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_07_GML.zip
A09,福島,世界測地系,平成30年,4.86MB,A09-18_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_07_GML.zip
A09,茨城,世界測地系,平成18年,2.07MB,A09-06_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_08_GML.zip
A09,茨城,世界測地系,平成23年,1.69MB,A09-11_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_08_GML.zip
A09,茨城,世界測地系,平成30年,5.37MB,A09-18_08_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_08_GML.zip
A09,栃木,世界測地系,平成18年,1.03MB,A09-06_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_09_GML.zip
A09,栃木,世界測地系,平成23年,0.92MB,A09-11_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_09_GML.zip
A09,栃木,世界測地系,平成30年,3.39MB,A09-18_09_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_09_GML.zip
A09,群馬,世界測地系,平成18年,1.13MB,A09-06_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_10_GML.zip
A09,群馬,世界測地系,平成23年,1.13MB,A09-11_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_10_GML.zip
A09,群馬,世界測地系,平成30年,3.11MB,A09-18_10_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_10_GML.zip
A09,埼玉,世界測地系,平成18年,0.98MB,A09-06_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_11_GML.zip
A09,埼玉,世界測地系,平成23年,0.97MB,A09-11_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_11_GML.zip
A09,埼玉,世界測地系,平成30年,5.55MB,A09-18_11_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_11_GML.zip
A09,千葉,世界測地系,平成18年,1.29MB,A09-06_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_12_GML.zip
A09,千葉,世界測地系,平成23年,2.80MB,A09-11_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_12_GML.zip
A09,千葉,世界測地系,平成30年,6.74MB,A09-18_12_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_12_GML.zip
A09,東京,世界測地系,平成18年,1.38MB,A09-06_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_13_GML.zip
A09,東京,世界測地系,平成23年,1.36MB,A09-11_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_13_GML.zip
A09,東京,世界測地系,平成30年,7.55MB,A09-18_13_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_13_GML.zip
A09,神奈川,世界測地系,平成18年,2.59MB,A09-06_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_14_GML.zip
A09,神奈川,世界測地系,平成23年,1.82MB,A09-11_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_14_GML.zip
A09,神奈川,世界測地系,平成30年,6.93MB,A09-18_14_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_14_GML.zip
A09,新潟,世界測地系,平成18年,1.14MB,A09-06_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_15_GML.zip
A09,新潟,世界測地系,平成23年,1.13MB,A09-11_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_15_GML.zip
A09,新潟,世界測地系,平成30年,3.77MB,A09-18_15_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_15_GML.zip
A09,富山,世界測地系,平成18年,0.56MB,A09-06_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_16_GML.zip
A09,富山,世界測地系,平成23年,0.57MB,A09-11_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_16_GML.zip
A09,富山,世界測地系,平成30年,1.85MB,A09-18_16_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_16_GML.zip
A09,石川,世界測地系,平成18年,0.63MB,A09-06_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_17_GML.zip
A09,石川,世界測地系,平成23年,0.66MB,A09-11_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_17_GML.zip
A09,石川,世界測地系,平成30年,2.07MB,A09-18_17_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_17_GML.zip
A09,福井,世界測地系,平成18年,0.47MB,A09-06_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_18_GML.zip
A09,福井,世界測地系,平成23年,0.48MB,A09-11_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_18_GML.zip
A09,福井,世界測地系,平成30年,1.65MB,A09-18_18_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_18_GML.zip
A09,山梨,世界測地系,平成18年,0.31MB,A09-06_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_19_GML.zip
A09,山梨,世界測地系,平成23年,0.32MB,A09-11_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_19_GML.zip
A09,山梨,世界測地系,平成30年,1.38MB,A09-18_19_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_19_GML.zip
A09,長野,世界測地系,平成18年,1.22MB,A09-06_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_20_GML.zip
A09,長野,世界測地系,平成23年,1.28MB,A09-11_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_20_GML.zip
A09,長野,世界測地系,平成30年,4.71MB,A09-18_20_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_20_GML.zip
A09,岐阜,世界測地系,平成18年,0.65MB,A09-06_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_21_GML.zip
A09,岐阜,世界測地系,平成23年,0.49MB,A09-11_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_21_GML.zip
A09,岐阜,世界測地系,平成30年,3.05MB,A09-18_21_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_21_GML.zip
A09,静岡,世界測地系,平成18年,1.77MB,A09-06_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_22_GML.zip
A09,静岡,世界測地系,平成23年,1.77MB,A09-11_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_22_GML.zip
A09,静岡,世界測地系,平成30年,9.14MB,A09-18_22_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_22_GML.zip
A09,愛知,世界測地系,平成18年,1.15MB,A09-06_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_23_GML.zip
A09,愛知,世界測地系,平成23年,1.16MB,A09-11_23_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_23_GML.zip
A09,三重,世界測地系,平成18年,1.29MB,A09-06_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_24_GML.zip
A09,三重,世界測地系,平成23年,1.18MB,A09-11_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_24_GML.zip
A09,三重,世界測地系,平成30年,5.62MB,A09-18_24_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_24_GML.zip
A09,滋賀,世界測地系,平成18年,0.93MB,A09-06_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_25_GML.zip
A09,滋賀,世界測地系,平成23年,0.91MB,A09-11_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_25_GML.zip
A09,滋賀,世界測地系,平成30年,4.13MB,A09-18_25_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_25_GML.zip
A09,京都,世界測地系,平成18年,1.06MB,A09-06_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_26_GML.zip
A09,京都,世界測地系,平成23年,1.09MB,A09-11_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_26_GML.zip
A09,京都,世界測地系,平成30年,3.45MB,A09-18_26_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_26_GML.zip
A09,大阪,世界測地系,平成18年,1.19MB,A09-06_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_27_GML.zip
A09,大阪,世界測地系,平成23年,1.01MB,A09-11_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_27_GML.zip
A09,大阪,世界測地系,平成30年,6.26MB,A09-18_27_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_27_GML.zip
A09,兵庫,世界測地系,平成18年,1.82MB,A09-06_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_28_GML.zip
A09,兵庫,世界測地系,平成23年,1.43MB,A09-11_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_28_GML.zip
A09,兵庫,世界測地系,平成30年,7.78MB,A09-18_28_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_28_GML.zip
A09,奈良,世界測地系,平成18年,0.74MB,A09-06_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_29_GML.zip
A09,奈良,世界測地系,平成23年,0.75MB,A09-11_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_29_GML.zip
A09,奈良,世界測地系,平成30年,2.18MB,A09-18_29_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_29_GML.zip
A09,和歌山,世界測地系,平成18年,0.71MB,A09-06_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_30_GML.zip
A09,和歌山,世界測地系,平成23年,0.58MB,A09-11_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_30_GML.zip
A09,和歌山,世界測地系,平成30年,3.62MB,A09-18_30_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_30_GML.zip
A09,鳥取,世界測地系,平成18年,0.45MB,A09-06_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_31_GML.zip
A09,鳥取,世界測地系,平成23年,0.32MB,A09-11_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_31_GML.zip
A09,鳥取,世界測地系,平成30年,1.43MB,A09-18_31_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_31_GML.zip
A09,島根,世界測地系,平成18年,0.68MB,A09-06_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_32_GML.zip
A09,島根,世界測地系,平成23年,0.44MB,A09-11_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_32_GML.zip
A09,島根,世界測地系,平成30年,2.96MB,A09-18_32_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_32_GML.zip
A09,岡山,世界測地系,平成18年,1.17MB,A09-06_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_33_GML.zip
A09,岡山,世界測地系,平成23年,1.03MB,A09-11_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_33_GML.zip
A09,岡山,世界測地系,平成30年,6.18MB,A09-18_33_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_33_GML.zip
A09,広島,世界測地系,平成18年,2.09MB,A09-06_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_34_GML.zip
A09,広島,世界測地系,平成23年,1.90MB,A09-11_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_34_GML.zip
A09,広島,世界測地系,平成30年,8.25MB,A09-18_34_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_34_GML.zip
A09,山口,世界測地系,平成18年,1.53MB,A09-06_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_35_GML.zip
A09,山口,世界測地系,平成23年,1.96MB,A09-11_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_35_GML.zip
A09,山口,世界測地系,平成30年,7.87MB,A09-18_35_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_35_GML.zip
A09,徳島,世界測地系,平成18年,0.33MB,A09-06_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_36_GML.zip
A09,徳島,世界測地系,平成23年,0.31MB,A09-11_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_36_GML.zip
A09,徳島,世界測地系,平成30年,2.33MB,A09-18_36_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_36_GML.zip
A09,香川,世界測地系,平成18年,0.39MB,A09-06_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_37_GML.zip
A09,香川,世界測地系,平成23年,0.40MB,A09-11_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_37_GML.zip
A09,香川,世界測地系,平成30年,1.81MB,A09-18_37_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_37_GML.zip
A09,愛媛,世界測地系,平成18年,1.13MB,A09-06_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_38_GML.zip
A09,愛媛,世界測地系,平成23年,0.99MB,A09-11_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_38_GML.zip
A09,愛媛,世界測地系,平成30年,3.30MB,A09-18_38_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_38_GML.zip
A09,高知,世界測地系,平成18年,0.64MB,A09-06_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_39_GML.zip
A09,高知,世界測地系,平成23年,0.65MB,A09-11_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_39_GML.zip
A09,高知,世界測地系,平成30年,2.93MB,A09-18_39_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_39_GML.zip
A09,福岡,世界測地系,平成18年,2.38MB,A09-06_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_40_GML.zip
A09,福岡,世界測地系,平成23年,2.51MB,A09-11_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_40_GML.zip
A09,福岡,世界測地系,平成30年,7.07MB,A09-18_40_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_40_GML.zip
A09,佐賀,世界測地系,平成18年,0.44MB,A09-06_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_41_GML.zip
A09,佐賀,世界測地系,平成23年,0.45MB,A09-11_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_41_GML.zip
A09,佐賀,世界測地系,平成30年,1.63MB,A09-18_41_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_41_GML.zip
A09,長崎,世界測地系,平成18年,2.20MB,A09-06_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_42_GML.zip
A09,長崎,世界測地系,平成23年,2.28MB,A09-11_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_42_GML.zip
A09,長崎,世界測地系,平成30年,2.17MB,A09-18_42_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_42_GML.zip
A09,熊本,世界測地系,平成18年,0.61MB,A09-06_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_43_GML.zip
A09,熊本,世界測地系,平成23年,0.54MB,A09-11_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_43_GML.zip
A09,熊本,世界測地系,平成30年,2.16MB,A09-18_43_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_43_GML.zip
A09,大分,世界測地系,平成18年,0.90MB,A09-06_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_44_GML.zip
A09,大分,世界測地系,平成23年,0.93MB,A09-11_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_44_GML.zip
A09,大分,世界測地系,平成30年,2.76MB,A09-18_44_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_44_GML.zip
A09,宮崎,世界測地系,平成18年,0.95MB,A09-06_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_45_GML.zip
A09,宮崎,世界測地系,平成23年,0.97MB,A09-11_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_45_GML.zip
A09,宮崎,世界測地系,平成30年,3.57MB,A09-18_45_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_45_GML.zip
A09,鹿児島,世界測地系,平成18年,1.08MB,A09-06_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_46_GML.zip
A09,鹿児島,世界測地系,平成23年,1.11MB,A09-11_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_46_GML.zip
A09,鹿児島,世界測地系,平成30年,5.38MB,A09-18_46_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_46_GML.zip
A09,沖縄,世界測地系,平成18年,0.81MB,A09-06_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-06/A09-06_47_GML.zip
A09,沖縄,世界測地系,平成23年,1.25MB,A09-11_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-11/A09-11_47_GML.zip
A09,沖縄,世界測地系,平成30年,6.29MB,A09-18_47_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A09/A09-18/A09-18_47_GML.zip
A10,北海道,世界測地系,平成18年,5.39MB,A10-06_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_01_GML.zip
A10,北海道,世界測地系,平成22年,8.41MB,A10-10_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_01_GML.zip
A10,北海道,世界測地系,平成23年,5.54MB,A10-11_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_01_GML.zip
A10,北海道,世界測地系,平成27年,6.49MB,A10-15_01_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_01_GML.zip
A10,青森,世界測地系,平成18年,0.83MB,A10-06_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_02_GML.zip
A10,青森,世界測地系,平成22年,2.38MB,A10-10_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_02_GML.zip
A10,青森,世界測地系,平成23年,0.83MB,A10-11_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_02_GML.zip
A10,青森,世界測地系,平成27年,1.49MB,A10-15_02_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_02_GML.zip
A10,岩手,世界測地系,平成18年,0.72MB,A10-06_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_03_GML.zip
A10,岩手,世界測地系,平成22年,3.06MB,A10-10_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_03_GML.zip
A10,岩手,世界測地系,平成23年,0.67MB,A10-11_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_03_GML.zip
A10,岩手,世界測地系,平成27年,1.67MB,A10-15_03_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_03_GML.zip
A10,宮城,世界測地系,平成18年,1.16MB,A10-06_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_04_GML.zip
A10,宮城,世界測地系,平成22年,3.35MB,A10-10_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_04_GML.zip
A10,宮城,世界測地系,平成23年,1.05MB,A10-11_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_04_GML.zip
A10,宮城,世界測地系,平成27年,1.74MB,A10-15_04_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_04_GML.zip
A10,秋田,世界測地系,平成18年,0.99MB,A10-06_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_05_GML.zip
A10,秋田,世界測地系,平成22年,1.66MB,A10-10_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_05_GML.zip
A10,秋田,世界測地系,平成23年,0.90MB,A10-11_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_05_GML.zip
A10,秋田,世界測地系,平成27年,1.08MB,A10-15_05_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_05_GML.zip
A10,山形,世界測地系,平成18年,1.08MB,A10-06_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_06_GML.zip
A10,山形,世界測地系,平成22年,1.55MB,A10-10_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-10/A10-10_06_GML.zip
A10,山形,世界測地系,平成23年,1.07MB,A10-11_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-11/A10-11_06_GML.zip
A10,山形,世界測地系,平成27年,1.27MB,A10-15_06_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-15/A10-15_06_GML.zip
A10,福島,世界測地系,平成18年,1.01MB,A10-06_07_GML.zip,https://nlftp.mlit.go.jp/ksj/gml/data/A10/A10-06/A10-06_07_GML.zip
