code,label
1,GCR（ガス冷却炉）
2,BWR（沸騰水型軽水炉）
3,PWR（加圧水型軽水炉）
4,ABWR（改良型沸騰水型軽水炉）
5,ATR（新型転換炉）
6,FBR（高速増殖炉）
7,APWR(改良型加圧水型軽水炉)
