code,label
0100,田
0200,その他の農用地
0300,-
0400,-
0500,森林
0600,荒地
0700,-
0701,高層建物
0702,工場
0703,低層建物
0704,低層建物（密集地）
0800,-
0900,-
0901,道路
0902,鉄道
1000,-
1001,公共施設等用地
1002,空地
1003,公園・緑地
1100,河川地及び湖沼
1200,-
1300,-
1400,海浜
1500,海水域
1600,ゴルフ場
