code,label
11,普通鉄道JR
12,普通鉄道
13,鋼索鉄道
14,懸垂式鉄道
15,跨座式鉄道
16,案内軌条式鉄道
17,無軌条鉄道
21,軌道
22,懸垂式モノレール
23,跨座式モノレール
24,案内軌条式
25,浮上式
