code,label
1,街区公園
2,近隣公園
3,地区公園（カントリーパーク）
4,総合公園
5,運動公園
6,広域公園
7,レクリエーション都市
8,国営公園
9,特殊公園（風致公園、動植物公園、歴史公園、墓園）
10,緩衝緑地
11,都市緑地
12,緑道
13,都市林
14,広場公園
