code,label
0,無指定
1,既成市街地
2,近郊整備地帯（[近郊緑地保全区域]との複合無し）
3,都市開発区域
4,近郊緑地保全区域（全て［近郊整備地帯］内）
5,近郊緑地特別保全地域(全て［近郊緑地保全区域］内)
