code,label
L03a_001,3次メッシュコード
L03a_002,田
L03a_003,畑
L03a_004,果樹園
L03a_005,その他の樹木畑
L03a_006,森林
L03a_007,荒地
L03a_008,建物用地A
L03a_009,建物用地B
L03a_010,幹線交通用地
L03a_011,その他の用地
L03a_012,湖沼
L03a_013,河川地A
L03a_014,河川地B
L03a_015,海浜
L03a_016,海水域
