code,label
1,焼却施設
2,粗大ごみ処理施設
3,資源化等を行う施設
4,ごみ燃料化施設
5,その他の施設
6,保管施設
7,最終処分場
8,し尿処理施設
9,コミュニティ・プラント
10,リユース・リペア施設
