code,label
01,都市地域
02,市街化区域
03,市街化調整区域
04,その他用途地域
05,農業地域
06,農用地区域
07,森林地域
08,国有林
09,地域森林計画対象民有林
10,保安林
11,自然公園地域
12,特別地域
13,特別保護地区
14,自然保全地域
15,原生自然環境保全地域
16,特別地区
