code,label
単,単層林
単未,単層林（主伐実行後で更新未了林分）
複,複層林
複未,複層林（主伐実行後で更新未了林分）
育,育成天然林
育未,育成天然林（主伐実行後で更新未了林分）
天,天然生林
天未,天然生林（主伐実行後で更新未了林分）
竹林,竹林
人伐,人工林伐採跡地
天伐,天然林伐採跡地
未立,未立木地
改植,改植予定地
　,NA
