code,label
1,河川基盤地図2500
2,河川基盤地図25000
3,数値地図25000空間データ基盤
4,管内図（縮尺50000以下）
5,管内図（縮尺50000を超える）
6,数値地図25000（地図画像）
7,その他
0,不明
