name,code,description,type,codelist
供用開始年,N06_001,路線区間・接続部（IC・JCT）ごとの供用開始年（西暦）,時間型（TM_Instant）,FALSE
設置期間（開始年）,N06_002,地物が設置（開業）された年,時間型（TM_Period〉,FALSE
設置期間（終了年）,N06_003,地物が廃止（変更・廃止）された年の1年前の年。継続中の場合は9999,時間型（TM_Period〉,FALSE
関係ID,N06_004,区間、接合部の属性が変更された場合の同一地物の時系列変化データであることを表すグループID（その他の情報欄に詳細を説明）,文字列型（CharacterString）,FALSE
変遷ID,N06_005,同一年次に複数回属性が変更された場合の属性項目を表す識別子,コードリスト「変遷IDコード」,TRUE
変遷備考,N06_006,変遷IDで示した属性の内容を記述する,文字列型（CharacterString）,FALSE
路線名,N06_007,高速道路の路線名,文字列型（CharacterString）,FALSE
路線種別,N06_008,高速道路の種別,コードリスト「路線種別コード」,TRUE
供用状況,N06_009,当該路線が供用されている状況の区分,コードリスト「供用状況コード」,TRUE
車線数,N06_010,当該路線区間の車線数（上下線の合計）不明の場合は999,整数型（Integer）,FALSE
関係備考,N06_011,路線データについて、同一地物の時系列変化によってグループの変化があった場合の、主たる関係ID以外のその他の関係ID,文字列型（CharacterString）,FALSE
供用開始年,N06_012,路線区間・接続部（IC・JCT）ごとの供用開始年（西暦）,時間型（TM_Instant）,FALSE
設置期間（開始年）,N06_013,地物が設置（開業）された年,時間型（TM_Period〉,FALSE
設置期間（終了年）,N06_014,地物が廃止（変更・廃止）された年の1年前の年。継続中の場合は9999,時間型（TM_Period〉,FALSE
関係ID,N06_015,区間、接合部の属性が変更された場合の同一地物の時系列変化データであることを表すグループID（その他の情報欄に詳細を説明）,文字列型（CharacterString）,FALSE
変遷ID,N06_016,同一年次に複数回属性が変更された場合の属性項目を表す識別子,コードリスト「変遷IDコード」,TRUE
変遷備考,N06_017,変遷IDで示した属性の内容を記述する,文字列型（CharacterString）,FALSE
地点名,N06_018,接続部の名称,文字列型（CharacterString）,FALSE
接合部種別,N06_019,接続部の種別,コードリスト「接合部種別コード」,TRUE
