id,name,code,description,type,codelist
S10b,出発空港,S10b_001,路線毎の出発地,文字列型,FALSE
S10b,経由空港１,S10b_002,路線毎の経由地,文字列型,FALSE
S10b,経由空港２,S10b_003,路線毎の経由地,文字列型,FALSE
S10b,到着空港,S10b_004,路線毎の到着地,文字列型,FALSE
S10b,区間距離,S10b_005,路線の運行距離（km）,整数型,FALSE
S10b,頻度,S10b_006,週当りの運行本数（本）,整数型,FALSE
S10b,旅客数,S10b_007,年間の国内定期航空路線別旅客数（人）※国内線のみ,整数型,FALSE
S10b,運搬可能旅客数,S10b_008,年間の国内定期航空路線別座席数（人）,整数型,FALSE
S10b,貨物量,S10b_009,年間の国内定期航空路線別輸送貨物量（トン）※国内線のみ,整数型,FALSE
