id,name,code,description,type,codelist
A42,都道府県名,A42_001,都道府県名,文字列型（CharacterString）,FALSE
A42,市町村名,A42_002,市町村名,文字列型（CharacterString）,FALSE
A42,行政コード,A42_003,行政コード,コードリスト「行政コード」,TRUE
A42,区域名称,A42_004,地区名称,文字列型（CharacterString）,FALSE
A42,当初都市計画決定年月日,A42_005,当初都市計画決定年月日，「YYYYMMDD」形式,数値型（Integer）,FALSE
A42,最新都市計画変更年月日,A42_006,最新都市計画変更年月日，「YYYYMMDD」形式,数値型（Integer）,FALSE
A42,面積,A42_007,区域面積，単位「ha」，小数点２桁,数値型（Integer）,FALSE
A42,中心地緯度,A42_008,歴史的風土保存区域の重心の緯度,実数型（Real）,FALSE
A42,中心地経度,A42_009,歴史的風土保存区域の重心の経度,実数型（Real）,FALSE
A42,都道府県名,A42_001,都道府県名,文字列型（CharacterString）,FALSE
A42,市町村名,A42_002,市町村名,文字列型（CharacterString）,FALSE
A42,行政コード,A42_003,行政コード,コードリスト「行政コード」,TRUE
A42,地区名称,A42_004,地区名称,文字列型（CharacterString）,FALSE
A42,種別,A42_005,歴史的風土特別保存地区種別 1：歴史的風土特別保存地区，2：第１種歴史的風土保存地区（明日香村のみ），3：第２種歴史的風土保存地区（明日香村のみ）,数値型（Integer）,FALSE
A42,当初都市計画決定年月日,A42_006,当初都市計画決定年月日，「YYYYMMDD」形式,数値型（Integer）,FALSE
A42,最新都市計画変更年月日,A42_007,最新都市計画変更年月日，「YYYYMMDD」形式,数値型（Integer）,FALSE
A42,面積,A42_008,区域面積，単位「ha」，小数点２桁,数値型（Integer）,FALSE
A42,中心地緯度,A42_009,歴史的風土特別保存地区の重心の緯度,実数型（Real）,FALSE
A42,中心地経度,A42_010,歴史的風土特別保存地区の重心の経度,実数型（Real）,FALSE
